;period_2;NAME;UPDATETIME;VALTODAY;VALTODAY_USD;NUMTRADES
3352;2023-April-13;currency;2023-04-13 20:39:18;1256409,218351;15304,63129010371;308876,0
3353;2023-April-13;futures;2023-04-13 18:49:59;235034,626793;2863,0148927075743;980348,0
3354;2023-April-13;commodity;2023-04-13 07:00:00;nan;nan;nan
3355;2023-April-13;agro;2023-04-13 14:30:00;154,3905;1,880668847922001;27,0
3356;2023-April-13;otc;2023-04-13 19:50:22;1446,258014;17,61722640309696;270,0
3357;2023-April-13;TOTALS;2023-04-13 23:49:58;3825726,75088;46602,12332392129;3896555,0
3358;2023-April-14;stock;2023-04-14 23:49:58;2261172,866682;27684,734850249402;2348472,0
3359;2023-April-14;currency;2023-04-14 20:47:03;1134643,887358;13892,044979761447;292063,0
3360;2023-April-14;futures;2023-04-14 18:49:59;216677,530592;2652,8975607462676;931764,0
3361;2023-April-14;commodity;2023-04-14 07:00:00;nan;nan;nan
3362;2023-April-14;agro;2023-04-14 13:00:00;53,065;0,6497028495588658;8,0
3363;2023-April-14;otc;2023-04-14 18:35:39;4324,613573;52,94853032354749;41,0
3364;2023-April-14;TOTALS;2023-04-14 23:49:58;3616871,963205;44283,27562393022;3572348,0
3365;2023-April-17;stock;2023-04-17 23:49:58;3823940,227479;46916,92148873989;3131357,0
3366;2023-April-17;currency;2023-04-17 20:44:36;1108018,40772;13594,567265856487;314707,0
3367;2023-April-17;futures;2023-04-17 18:49:59;291113,664004;3571,749584427854;1214024,0
3368;2023-April-17;commodity;2023-04-17 07:00:00;nan;nan;nan
3369;2023-April-17;agro;2023-04-17 13:10:00;36,30375;0,4454201915231675;6,0
3370;2023-April-17;otc;2023-04-17 18:38:46;1352,13497;16,58969713328712;66,0
3371;2023-April-17;TOTALS;2023-04-17 23:49:58;5224460,737923;64100,27345634904;4660160,0
3372;2023-April-18;stock;2023-04-18 23:49:58;2729130,76261;33433,798524891616;3122270,0
3373;2023-April-18;currency;2023-04-18 21:05:03;1041075,692545;12753,91983065839;275060,0
3374;2023-April-18;futures;2023-04-18 18:49:59;211937,20323;2596,381913904437;1033633,0
3375;2023-April-18;commodity;2023-04-18 07:00:00;nan;nan;nan
3376;2023-April-18;agro;2023-04-18 13:59:21;233,34525;2,85864575714921;48,0
3377;2023-April-18;otc;2023-04-18 18:58:15;4675,393732;57,27690816497791;50,0
3378;2023-April-18;TOTALS;2023-04-18 23:49:58;3987052,397367;48844,23582337656;4431061,0
3379;2023-April-19;stock;2023-04-19 23:49:58;2366040,601616;28994,60069527026;3473351,0
3380;2023-April-19;currency;2023-04-19 20:54:14;1037414,703261;12712,979251459508;276808,0
3381;2023-April-19;futures;2023-04-19 18:49:59;286383,391438;3509,479961937581;1245730,0
3382;2023-April-19;commodity;2023-04-19 07:00:00;nan;nan;nan
3383;2023-April-19;agro;2023-04-19 13:00:00;154,915;1,8984029959756283;36,0
3384;2023-April-19;otc;2023-04-19 18:46:33;7503,64662;91,95329841623081;22,0
3385;2023-April-19;TOTALS;2023-04-19 23:49:58;3697497,257935;45310,91161007956;4995947,0
3386;2023-April-20;stock;2023-04-20 23:49:58;2199255,333568;26933,537773826192;3290494,0
3387;2023-April-20;currency;2023-04-20 20:45:47;1111870,548693;13616,703329414402;272597,0
3388;2023-April-20;futures;2023-04-20 18:49:59;242023,115782;2963,9754109306364;1145040,0
3389;2023-April-20;commodity;2023-04-20 07:00:00;nan;nan;nan
3390;2023-April-20;agro;2023-04-20 14:30:00;232,60475;2,8486318641012356;47,0
3391;2023-April-20;otc;2023-04-20 18:44:01;3985,230594;48,805773982945304;25,0
3392;2023-April-20;TOTALS;2023-04-20 23:49:58;3557366,833387;43565,87092001827;4708203,0
3393;2023-April-21;stock;2023-04-21 23:49:58;2203597,758757;26998,654216393777;2688878,0
3394;2023-April-21;currency;2023-04-21 20:46:30;980919,056333;12018,297945240558;269733,0
3395;2023-April-21;futures;2023-04-21 18:49:59;194851,459545;2387,3355102623414;962196,0
3396;2023-April-21;commodity;2023-04-21 07:00:00;nan;nan;nan
3397;2023-April-21;agro;2023-04-21 14:40:00;237,53775;2,910331320725127;39,0
3398;2023-April-21;otc;2023-04-21 18:29:08;1761,465921;21,581619933152655;21,0
3399;2023-April-21;TOTALS;2023-04-21 23:49:58;3381367,278306;41428,779623150556;3920867,0
3400;2023-April-24;stock;2023-04-24 23:49:58;2638219,528077;32376,234140916942;2937374,0
3401;2023-April-24;currency;2023-04-24 21:06:06;1082853,711294;13288,782424702067;304580,0
3402;2023-April-24;futures;2023-04-24 18:49:59;190718,308219;2340,4953743021833;822390,0
3403;2023-April-24;commodity;2023-04-24 07:00:00;nan;nan;nan
3404;2023-April-24;agro;2023-04-24 14:43:00;196,14395;2,4070788586547676;34,0
3405;2023-April-24;otc;2023-04-24 18:42:08;4804,137676;58,956385011959064;24,0
3406;2023-April-24;TOTALS;2023-04-24 23:49:58;3916791,829216;48066,87540379181;4064402,0
3407;2023-April-25;stock;2023-04-25 23:49:58;2602507,638152;32021,207613113584;2751209,0
3408;2023-April-25;currency;2023-04-25 20:45:03;1070601,380723;13172,660314403656;326988,0
3409;2023-April-25;futures;2023-04-25 18:49:59;222053,331905;2732,140239620053;873140,0
3410;2023-April-25;commodity;2023-04-25 07:00:00;nan;nan;nan
3411;2023-April-25;agro;2023-04-25 14:43:00;170,3202;2,095616706347009;31,0
3412;2023-April-25;otc;2023-04-25 18:56:14;5142,825012;63,277227322222835;20,0
3413;2023-April-25;TOTALS;2023-04-25 23:49:58;3900475,495992;47991,38101116586;3951388,0
3414;2023-April-26;stock;2023-04-26 23:49:58;2258110,376087;27689,92207331953;2797320,0
3415;2023-April-26;currency;2023-04-26 20:43:40;1083858,81196;13290,74360557156;279122,0
3416;2023-April-26;futures;2023-04-26 18:49:59;190578,782108;2336,959114701551;834134,0
3417;2023-April-26;commodity;2023-04-26 07:00:00;nan;nan;nan
3418;2023-April-26;agro;2023-04-26 14:15:00;153,1165;1,8775804752672904;30,0
3419;2023-April-26;otc;2023-04-26 19:46:15;8285,569754;101,60122518850422;41,0
3420;2023-April-26;TOTALS;2023-04-26 23:49:58;3540986,656409;43421,103599256414;3910647,0
3421;2023-April-27;stock;2023-04-27 23:49:58;2103526,287941;25769,855317466936;3048970,0
3422;2023-April-27;currency;2023-04-27 22:50:12;1180743,482171;14465,038481821057;291277,0
3423;2023-April-27;futures;2023-04-27 18:49:59;239304,418859;2931,667783844641;982184,0
3424;2023-April-27;commodity;2023-04-27 07:00:00;nan;nan;nan
3425;2023-April-27;agro;2023-04-27 14:51:00;257,527;3,1549087683792454;33,0
3426;2023-April-27;otc;2023-04-27 18:40:01;3963,326885;48,55387878334972;33,0
3427;2023-April-27;TOTALS;2023-04-27 23:49:58;3527795,042856;43218,27037068437;4322497,0
3428;2023-April-28;stock;2023-04-28 23:49:58;2246074,519366;27538,888738071677;2971434,0
3429;2023-April-28;currency;2023-04-28 20:42:22;1285899,740216;15766,284497149954;402131,0
3430;2023-April-28;futures;2023-04-28 18:49:59;362849,885663;4448,865139486096;1366157,0
3431;2023-April-28;commodity;2023-04-28 07:00:00;nan;nan;nan
3432;2023-April-28;agro;2023-04-28 15:20:00;380,403;4,664082069541356;40,0
3433;2023-April-28;otc;2023-04-28 17:34:27;3220,866124;39,490708373334506;45,0
3434;2023-April-28;TOTALS;2023-04-28 23:49:58;3898425,414369;47798,19316515061;4739807,0
3435;2023-May-1;stock;2023-05-01 23:45:00;None;None;None
3436;2023-May-1;currency;2023-05-01 07:00:00;None;None;None
3437;2023-May-1;futures;2023-05-01 07:00:00;None;None;None
3438;2023-May-1;commodity;2023-05-01 07:00:00;None;None;None
3439;2023-May-1;agro;2023-05-01 07:00:00;None;None;None
3440;2023-May-1;otc;2023-05-01 07:00:00;None;None;None
3441;2023-May-1;TOTALS;2023-05-01 23:45:00;None;None;None
3442;2023-May-2;stock;2023-05-02 23:49:58;3456542,169102;42933,45202482198;3769071,0
3443;2023-May-2;currency;2023-05-02 20:43:11;543703,093274;6753,295498457942;272003,0
3444;2023-May-2;futures;2023-05-02 18:49:59;260537,293456;3236,114255818893;1083446,0
3445;2023-May-2;commodity;2023-05-02 07:00:00;nan;nan;nan
3446;2023-May-2;agro;2023-05-02 13:47:51;165,763;2,058929837919346;30,0
3447;2023-May-2;otc;2023-05-02 18:05:14;255,837028;3,1777326097730327;15,0
3448;2023-May-2;TOTALS;2023-05-02 23:49:58;4261204,15586;52928,0984415465;5124565,0
3449;2023-May-3;stock;2023-05-03 23:49:58;2431810,470872;30412,494992827742;3654445,0
3450;2023-May-3;currency;2023-05-03 20:42:27;539990,030051;6753,17599040281;252223,0
3451;2023-May-3;futures;2023-05-03 18:49:59;249060,40305;3114,7773855721985;1140582,0
3452;2023-May-3;commodity;2023-05-03 07:00:00;nan;nan;nan
3453;2023-May-3;agro;2023-05-03 13:50:53;266,28325;3,330168244729612;43,0
3454;2023-May-3;otc;2023-05-03 18:25:16;669,160503;8,368596439009567;26,0
3455;2023-May-3;TOTALS;2023-05-03 23:49:58;3221796,347726;40292,14713348649;5047319,0
3456;2023-May-4;stock;2023-05-04 23:49:58;2114353,296202;26660,32796813904;2800809,0
3457;2023-May-4;currency;2023-05-04 20:43:20;1103771,330727;13917,686193632095;323694,0
3458;2023-May-4;futures;2023-05-04 18:49:59;307639,045522;3879,085800918203;1243862,0
3459;2023-May-4;commodity;2023-05-04 07:00:00;nan;nan;nan
3460;2023-May-4;agro;2023-05-04 14:30:00;235,4802;2,969219653725833;31,0
3461;2023-May-4;otc;2023-05-04 18:46:17;2076,695089;26,185487667560658;23,0
3462;2023-May-4;TOTALS;2023-05-04 23:49:58;3528075,84774;44486,254670010625;4368419,0
3463;2023-May-5;stock;2023-05-05 23:49:59;1696485,371263;21579,96704479742;2710761,0
3464;2023-May-5;currency;2023-05-05 20:43:48;1288425,574019;16389,284516084306;368101,0
3465;2023-May-5;futures;2023-05-05 18:49:59;335587,431331;4268,805279104586;1267410,0
3466;2023-May-5;commodity;2023-05-05 07:00:00;nan;nan;nan
3467;2023-May-5;agro;2023-05-05 13:00:00;83,03;1,0561745441963826;15,0
3468;2023-May-5;otc;2023-05-05 18:10:09;75,70889;0,9630471201657722;5,0
3469;2023-May-5;TOTALS;2023-05-05 23:49:59;3320657,115503;42240,076061650674;4346292,0
3470;2023-May-8;stock;2023-05-08 23:49:58;338626,955622;4408,017052981813;2117548,0
3471;2023-May-8;currency;2023-05-08 22:41:13;36087,016002;469,7564068278472;81481,0
3472;2023-May-8;futures;2023-05-08 18:49:59;163407,456251;2127,127925819473;776453,0
3473;2023-May-8;commodity;2023-05-08 07:00:00;nan;nan;nan
3474;2023-May-8;agro;2023-05-08 07:00:00;nan;nan;nan
3475;2023-May-8;otc;2023-05-08 14:01:48;98,977241;1,2884188897003022;3,0
3476;2023-May-8;TOTALS;2023-05-08 23:49:58;538220,405116;7006,1898045188345;2975485,0
3477;2023-May-9;stock;2023-05-09 23:45:00;None;None;None
3478;2023-May-9;currency;2023-05-09 07:00:00;None;None;None
3479;2023-May-9;futures;2023-05-09 07:00:00;None;None;None
3480;2023-May-9;commodity;2023-05-09 07:00:00;None;None;None
3481;2023-May-9;agro;2023-05-09 07:00:00;None;None;None
3482;2023-May-9;otc;2023-05-09 07:00:00;None;None;None
3483;2023-May-9;TOTALS;2023-05-09 23:45:00;None;None;None
3484;2023-May-10;stock;2023-05-10 23:49:58;2765288,091445;35996,65313444163;3427330,0
3485;2023-May-10;currency;2023-05-10 20:46:09;1263122,877701;16442,48070768686;391703,0
3486;2023-May-10;futures;2023-05-10 18:49:59;293550,259495;3821,23906050062;1249460,0
3487;2023-May-10;commodity;2023-05-10 07:00:00;nan;nan;nan
3488;2023-May-10;agro;2023-05-10 13:40:00;127,02;1,6534605907001625;16,0
3489;2023-May-10;otc;2023-05-10 18:17:09;523,018586;6,80830278818079;27,0
3490;2023-May-10;TOTALS;2023-05-10 23:49:58;4322611,267227;56268,83466600798;5068536,0
3491;2023-May-11;stock;2023-05-11 23:49:59;1977186,259596;25780,564558075133;3741084,0
3492;2023-May-11;currency;2023-05-11 22:22:18;1180932,032254;15398,192430511821;397791,0
3493;2023-May-11;futures;2023-05-11 18:49:59;404012,267872;5267,922687393488;1523594,0
3494;2023-May-11;commodity;2023-05-11 07:00:00;nan;nan;nan
3495;2023-May-11;agro;2023-05-11 14:50:00;133,56;1,7414910637099394;21,0
3496;2023-May-11;otc;2023-05-11 18:35:40;2721,416229;35,48459152020592;20,0
3497;2023-May-11;TOTALS;2023-05-11 23:49:59;3564985,535951;46483,90575856436;5662510,0
3498;2023-May-12;stock;2023-05-12 23:49:58;1773511,210895;23371,161090590187;2757985,0
3499;2023-May-12;currency;2023-05-12 20:43:03;1123637,245328;14807,184136544172;347396,0
3500;2023-May-12;futures;2023-05-12 18:49:59;337423,622866;4446,536225610994;1294026,0
3501;2023-May-12;commodity;2023-05-12 07:00:00;nan;nan;nan
3502;2023-May-12;agro;2023-05-12 14:53:00;229,407;3,0231035018963004;33,0
3503;2023-May-12;otc;2023-05-12 17:56:47;2308,702298;30,42385804234324;25,0
3504;2023-May-12;TOTALS;2023-05-12 23:49:58;3237110,188387;42658,328414289594;4399465,0
3505;2023-May-15;stock;2023-05-15 23:49:58;2633967,380517;34116,936542450465;3364514,0
3506;2023-May-15;currency;2023-05-15 20:43:43;1032055,207886;13367,880823505488;322301,0
3507;2023-May-15;futures;2023-05-15 18:49:59;258867,474869;3353,02755772038;1074942,0
3508;2023-May-15;commodity;2023-05-15 07:00:00;nan;nan;nan
3509;2023-May-15;agro;2023-05-15 13:53:03;89,596;1,1605083149729096;16,0
3510;2023-May-15;otc;2023-05-15 18:30:03;1315,632931;17,040972318827624;50,0
3511;2023-May-15;TOTALS;2023-05-15 23:49:58;3926295,292203;50856,04640431014;4761823,0
3512;2023-May-16;stock;2023-05-16 23:49:58;2438109,610776;30822,974482758622;3060263,0
3513;2023-May-16;currency;2023-05-16 20:42:54;929027,983086;11744,921430055982;303066,0
3514;2023-May-16;futures;2023-05-16 18:49:59;273067,166304;3452,159107969113;1134310,0
3515;2023-May-16;commodity;2023-05-16 07:00:00;nan;nan;nan
3516;2023-May-16;agro;2023-05-16 14:30:00;146,245;1,848852850301642;18,0
3517;2023-May-16;otc;2023-05-16 18:30:31;2279,423715;28,816841823808733;52,0
3518;2023-May-16;TOTALS;2023-05-16 23:49:58;3642630,428881;46050,720715457835;4497709,0
3519;2023-May-17;stock;2023-05-17 23:49:58;2499185,736063;31247,711748003872;2985537,0
3520;2023-May-17;currency;2023-05-17 20:43:14;1000011,213486;12503,29725113091;306677,0
3521;2023-May-17;futures;2023-05-17 18:49:59;304070,490466;3801,841095701665;1209551,0
3522;2023-May-17;commodity;2023-05-17 07:00:00;nan;nan;nan
3523;2023-May-17;agro;2023-05-17 13:00:00;90,50975;1,1316576185486835;20,0
3524;2023-May-17;otc;2023-05-17 21:57:29;2710,331218;33,887696868459294;439,0
3525;2023-May-17;TOTALS;2023-05-17 23:49:58;3806068,280983;47587,86944932346;4502224,0
3526;2023-May-18;stock;2023-05-18 23:49:58;2153045,427068;26658,413344873097;3210738,0
3527;2023-May-18;currency;2023-05-18 20:44:19;1086404,225582;13451,55682322118;309124,0
3528;2023-May-18;futures;2023-05-18 18:49:59;331374,927747;4102,992758511816;1388925,0
3529;2023-May-18;commodity;2023-05-18 07:00:00;nan;nan;nan
3530;2023-May-18;agro;2023-05-18 13:52:21;299,2625;3,705385554490727;20,0
3531;2023-May-18;otc;2023-05-18 18:26:16;6416,951148;79,45291537587197;31,0
3532;2023-May-18;TOTALS;2023-05-18 23:49:58;3577540,794045;44296,12122753645;4908838,0
3533;2023-May-19;stock;2023-05-19 23:49:58;2043165,64918;25527,891604341014;3272879,0
3534;2023-May-19;currency;2023-05-19 20:43:28;1142619,179102;14276,208373444148;292008,0
3535;2023-May-19;futures;2023-05-19 18:49:59;269665,881035;3369,282066392125;1235371,0
3536;2023-May-19;commodity;2023-05-19 07:00:00;nan;nan;nan
3537;2023-May-19;agro;2023-05-19 13:00:00;117,90625;1,4731541569731845;22,0
3538;2023-May-19;otc;2023-05-19 17:11:05;2445,319507;30,552516061401906;18,0
3539;2023-May-19;TOTALS;2023-05-19 23:49:58;3458013,935074;43205,40771439567;4800298,0
3540;2023-May-22;stock;2023-05-22 23:49:58;2146044,013889;26855,998161528132;3016749,0
3541;2023-May-22;currency;2023-05-22 20:49:27;1000598,679651;12521,679950281132;271362,0
3542;2023-May-22;futures;2023-05-22 18:49:59;223701,20789;2799,4389625487893;1133717,0
3543;2023-May-22;commodity;2023-05-22 07:00:00;nan;nan;nan
3544;2023-May-22;agro;2023-05-22 14:25:00;122,28125;1,5302505465571592;26,0
3545;2023-May-22;otc;2023-05-22 17:54:01;3521,910331;44,073847862514114;25,0
3546;2023-May-22;TOTALS;2023-05-22 23:49:58;3373988,093011;42222,721172767124;4421879,0
3547;2023-May-23;stock;2023-05-23 23:49:58;2775760,321371;34723,9584899153;3290856,0
3548;2023-May-23;currency;2023-05-23 20:42:37;1052578,641713;13167,454257780102;285434,0
3549;2023-May-23;futures;2023-05-23 18:49:59;267043,395356;3340,6356103425283;1291061,0
3550;2023-May-23;commodity;2023-05-23 07:00:00;nan;nan;nan
3551;2023-May-23;agro;2023-05-23 14:25:00;330,124;4,129755722879886;59,0
3552;2023-May-23;otc;2023-05-23 18:17:10;4613,812669;57,717461542022;38,0
3553;2023-May-23;TOTALS;2023-05-23 23:49:58;4100326,295109;51293,895575302835;4867448,0
3554;2023-May-24;stock;2023-05-24 23:49:58;2915545,89558;36368,63148048125;3377985,0
3555;2023-May-24;currency;2023-05-24 20:41:42;1011005,761806;12611,324703036804;254190,0
3556;2023-May-24;futures;2023-05-24 18:49:59;207948,174871;2593,9535201237427;1038173,0
3557;2023-May-24;commodity;2023-05-24 07:00:00;nan;nan;nan
3558;2023-May-24;agro;2023-05-24 13:54:58;439,3785;5,480824284457972;52,0
3559;2023-May-24;otc;2023-05-24 18:49:56;5933,588905;74,01581589566713;28,0
3560;2023-May-24;TOTALS;2023-05-24 23:49:58;4140872,799662;51653,40634382192;4670428,0
3561;2023-May-25;stock;2023-05-25 23:49:58;2376650,76217;29720,431355598386;3409254,0
3562;2023-May-25;currency;2023-05-25 21:34:21;1013930,857503;12679,381813012635;274759,0
3563;2023-May-25;futures;2023-05-25 18:49:59;249159,134712;3115,7783371870114;1230768,0
3564;2023-May-25;commodity;2023-05-25 07:00:00;nan;nan;nan
3565;2023-May-25;agro;2023-05-25 14:41:00;326,40365;4,081734442625637;37,0
3566;2023-May-25;otc;2023-05-25 23:18:18;2235,827237;27,959408667836318;174,0
3567;2023-May-25;TOTALS;2023-05-25 23:49:58;3642302,985272;45547,632648908504;4914992,0
3568;2023-May-26;stock;2023-05-26 23:49:58;2400093,326019;30007,13049242287;3260210,0
3569;2023-May-26;currency;2023-05-26 20:43:40;1030019,10496;12877,79827440704;259690,0
3570;2023-May-26;futures;2023-05-26 18:49:59;196635,343471;2458,4304064307785;1008888,0
3571;2023-May-26;commodity;2023-05-26 07:00:00;nan;nan;nan
3572;2023-May-26;agro;2023-05-26 13:30:00;133,83625;1,673285690530993;17,0
3573;2023-May-26;otc;2023-05-26 20:22:09;2484,202167;31,058700004125818;242,0
3574;2023-May-26;TOTALS;2023-05-26 23:49:58;3629365,812867;45376,09115895534;4529047,0
3575;2023-May-29;stock;2023-05-29 23:49:58;2313587,239101;28931,8833852216;3614851,0
3576;2023-May-29;currency;2023-05-29 20:50:05;926723,488284;11588,867469634235;174487,0
3577;2023-May-29;futures;2023-05-29 18:49:59;253621,033397;3171,5830889232643;1058071,0
3578;2023-May-29;commodity;2023-05-29 07:00:00;nan;nan;nan
3579;2023-May-29;agro;2023-05-29 13:56:52;323,823;4,049473093175034;18,0
3580;2023-May-29;otc;2023-05-29 23:49:31;1146,02079;14,331225247509277;113,0
3581;2023-May-29;TOTALS;2023-05-29 23:49:58;3495401,604572;43710,71464211979;4847540,0
3582;2023-May-30;stock;2023-05-30 23:49:58;2839880,548305;35473,89683788123;3988636,0
3583;2023-May-30;currency;2023-05-30 20:57:06;1069773,526633;13362,898572028156;295446,0
3584;2023-May-30;futures;2023-05-30 18:49:59;287220,228338;3587,763843058878;1294999,0
3585;2023-May-30;commodity;2023-05-30 07:00:00;nan;nan;nan
3586;2023-May-30;agro;2023-05-30 13:39:02;401,48375;5,0150676718026865;39,0
3587;2023-May-30;otc;2023-05-30 22:20:04;2092,798081;26,14184011092305;253,0
3588;2023-May-30;TOTALS;2023-05-30 23:49:58;4199368,585107;52455,716160750984;5579373,0
3589;2023-May-31;stock;2023-05-31 23:49:58;2825577,069802;35018,90101282483;3198312,0
3590;2023-May-31;currency;2023-05-31 20:45:37;1012673,19493;12550,605237633727;279200,0
3591;2023-May-31;futures;2023-05-31 18:49:59;301021,416051;3730,720808889142;1264329,0
3592;2023-May-31;commodity;2023-05-31 07:00:00;nan;nan;nan
3593;2023-May-31;agro;2023-05-31 13:40:13;253,3306;3,1396627965774;28,0
3594;2023-May-31;otc;2023-05-31 22:39:59;4385,367757;54,35022849968768;200,0
3595;2023-May-31;TOTALS;2023-05-31 23:49:58;4143910,37914;51357,71695064397;4742069,0
3596;2023-June-1;stock;2023-06-01 23:49:58;2180842,800036;26925,913213983218;3161109,0
3597;2023-June-1;currency;2023-06-01 20:45:53;1001667,038499;12367,145283230157;268294,0
3598;2023-June-1;futures;2023-06-01 18:49:59;291278,9402;3596,2938111617864;1105030,0
3599;2023-June-1;commodity;2023-06-01 07:00:00;nan;nan;nan
3600;2023-June-1;agro;2023-06-01 13:10:00;260,3833;3,2148388403120216;31,0
3601;2023-June-1;otc;2023-06-01 23:21:26;4721,516181;58,29449739610984;58,0
3602;2023-June-1;TOTALS;2023-06-01 23:49:58;3478770,678216;42950,861644611585;4534522,0
3603;2023-June-2;stock;2023-06-02 23:49:58;2225817,20611;27490,865960647538;3568804,0
3604;2023-June-2;currency;2023-06-02 20:44:15;1012000,504794;12499,126232392235;278272,0
3605;2023-June-2;futures;2023-06-02 18:49:59;286911,48917;3543,617719231724;1189606,0
3606;2023-June-2;commodity;2023-06-02 07:00:00;nan;nan;nan
3607;2023-June-2;agro;2023-06-02 13:40:11;244,30725;3,017416634451379;30,0
3608;2023-June-2;otc;2023-06-02 23:11:07;3985,162336;49,220377715501755;140,0
3609;2023-June-2;TOTALS;2023-06-02 23:49:58;3528958,66966;43585,847706621455;5036852,0
3610;2023-June-5;stock;2023-06-05 23:49:58;2103282,808905;26006,395116759566;3957799,0
3611;2023-June-5;currency;2023-06-05 20:43:44;1057528,383419;13075,988102950703;291459,0
3612;2023-June-5;futures;2023-06-05 18:49:59;304937,043068;3770,4455122187655;1227514,0
3613;2023-June-5;commodity;2023-06-05 07:00:00;nan;nan;nan
3614;2023-June-5;agro;2023-06-05 13:20:00;142,29225;1,7593965299793757;21,0
3615;2023-June-5;otc;2023-06-05 22:14:31;12740,420681;157,53108083278516;82,0
3616;2023-June-5;quotes;2023-06-05 23:49:59;nan;nan;nan
3617;2023-June-5;TOTALS;2023-06-05 23:49:59;3478630,948323;43012,11920929179;5476875,0
3618;2023-June-6;stock;2023-06-06 23:49:58;2871568,944653;35307,883061389846;3626767,0
3619;2023-June-6;currency;2023-06-06 20:44:12;1073259,359555;13196,449986782147;281215,0
3620;2023-June-6;futures;2023-06-06 18:49:59;257301,224513;3163,692643902451;1199047,0
3621;2023-June-6;commodity;2023-06-06 07:00:00;nan;nan;nan
3622;2023-June-6;agro;2023-06-06 13:56:53;150,6715;1,8526080359623947;18,0
3623;2023-June-6;otc;2023-06-06 23:19:09;4374,493794;53,78736095434123;153,0
3624;2023-June-6;quotes;2023-06-06 23:49:59;nan;nan;nan
3625;2023-June-6;TOTALS;2023-06-06 23:49:59;4206654,694015;51723,66566106475;5107200,0
3626;2023-June-7;stock;2023-06-07 23:49:58;2722724,88417;33510,37762577815;3235182,0
3627;2023-June-7;currency;2023-06-07 20:42:58;1023985,471498;12602,867088302552;274788,0
3628;2023-June-7;futures;2023-06-07 18:49:59;314784,157533;3874,2570176196486;1213967,0
3629;2023-June-7;commodity;2023-06-07 07:00:00;nan;nan;nan
3630;2023-June-7;agro;2023-06-07 14:40:00;127,79325;1,572836128403376;17,0
3631;2023-June-7;otc;2023-06-07 22:24:26;1470,077972;18,093222810528463;46,0
3632;2023-June-7;quotes;2023-06-07 23:49:59;nan;nan;nan
3633;2023-June-7;TOTALS;2023-06-07 23:49:59;4063092,384423;50007,16779063929;4724000,0
3634;2023-June-8;stock;2023-06-08 23:49:58;2319488,343829;28474,618777371437;2934945,0
3635;2023-June-8;currency;2023-06-08 20:43:24;1045971,725011;12840,610387561213;287123,0
3636;2023-June-8;futures;2023-06-08 18:49:59;283348,982734;3478,4629488534597;1112226,0
3637;2023-June-8;commodity;2023-06-08 07:00:00;nan;nan;nan
3638;2023-June-8;agro;2023-06-08 14:40:00;149,967;1,8410323835198708;21,0
3639;2023-June-8;otc;2023-06-08 21:09:58;3099,306488;38,047861268554016;62,0
3640;2023-June-8;quotes;2023-06-08 23:50:00;nan;nan;nan
3641;2023-June-8;TOTALS;2023-06-08 23:50:00;3652058,325062;44833,58100743819;4334377,0
3642;2023-June-9;stock;2023-06-09 23:49:58;2250136,758578;27409,605673784612;2906047,0
3643;2023-June-9;currency;2023-06-09 20:52:15;1146910,685904;13970,870669898773;296459,0
3644;2023-June-9;futures;2023-06-09 18:49:59;293368,797182;3573,6152556490806;1095071,0
3645;2023-June-9;commodity;2023-06-09 07:00:00;nan;nan;nan
3646;2023-June-9;agro;2023-06-09 13:10:00;152,144;1,85331270632088;27,0
3647;2023-June-9;otc;2023-06-09 21:14:38;631,182536;7,688627970716137;92,0
3648;2023-June-9;quotes;2023-06-09 23:49:59;nan;nan;nan
3649;2023-June-9;TOTALS;2023-06-09 23:49:59;3691199,5682;44963,6335400095;4297696,0
3650;2023-June-12;stock;2023-06-12 23:45:01;None;None;None
3651;2023-June-12;currency;2023-06-12 07:00:00;None;None;None
3652;2023-June-12;futures;2023-06-12 07:00:00;None;None;None
3653;2023-June-12;commodity;2023-06-12 07:00:00;None;None;None
3654;2023-June-12;agro;2023-06-12 07:00:00;None;None;None
3655;2023-June-12;otc;2023-06-12 07:00:00;None;None;None
3656;2023-June-12;quotes;2023-06-12 07:00:00;None;None;None
3657;2023-June-12;TOTALS;2023-06-12 23:45:01;None;None;None
3658;2023-June-13;stock;2023-06-13 23:49:58;3615226,676552;43745,79269971455;3272787,0
3659;2023-June-13;currency;2023-06-13 20:42:06;1265785,093833;15316,542300473006;346415,0
3660;2023-June-13;futures;2023-06-13 18:49:59;438657,363989;5307,942164657794;1489851,0
3661;2023-June-13;commodity;2023-06-13 07:00:00;nan;nan;nan
3662;2023-June-13;agro;2023-06-13 13:20:00;172,01875;2,0815006225670576;24,0
3663;2023-June-13;otc;2023-06-13 23:31:04;2736,782993;33,116247523949774;77,0
3664;2023-June-13;quotes;2023-06-13 23:49:59;nan;nan;nan
3665;2023-June-13;TOTALS;2023-06-13 23:49:59;5322577,936117;64405,47491299186;5109154,0
3666;2023-June-14;stock;2023-06-14 23:49:58;2887806,425295;34526,412746157665;3179889,0
3667;2023-June-14;currency;2023-06-14 20:43:33;1284193,312543;15353,725916786723;325716,0
3668;2023-June-14;futures;2023-06-14 18:49:59;401211,564578;4796,857557977295;1440444,0
3669;2023-June-14;commodity;2023-06-14 07:00:00;nan;nan;nan
3670;2023-June-14;agro;2023-06-14 14:30:00;317,60025;3,797206496852601;38,0
3671;2023-June-14;otc;2023-06-14 23:29:39;3992,040156;47,72855442040639;86,0
