;Year;Month;Day;Name;CountTrades(K);OpenPrice;LowPrice;HighPrice;ClosePrice;WAPrice;VOLUMERUB
13;Год: 2023;Месяц: 6;День: 20;Евро-российский рубль__CETS;9.478;91,95;91,77;92,6025;92,305;92,1095;34858474180.0
3;Год: 2023;Месяц: 6;День: 21;Юань-российский рубль__CETS;45.716;11,766;11,618;11,784;11,648;11,698;103308496067.0
6;Год: 2023;Месяц: 6;День: 22;Юань-российский рубль__CETS;44.919;11,66;11,601;11,692;11,65;11,628;95666486928.0
9;Год: 2023;Месяц: 6;День: 23;Юань-российский рубль__CETS;44.864;11,65;11,572;11,752;11,709;11,6559;108792456559.0
5;Год: 2023;Месяц: 6;День: 21;Доллар США-российский рубль__CETS;21.851;84,79;83,685;84,95;83,98;84,212;89332709200.0
9;Год: 2023;Месяц: 6;День: 22;Доллар США-российский рубль__CETS;24.189;83,9975;83,43;84,125;84,05;83,6723;100062779375.0
13;Год: 2023;Месяц: 6;День: 23;Доллар США-российский рубль__CETS;21.203;84,025;83,6;84,855;84,7;84,1816;87819742325.0
5;Год: 2023;Месяц: 6;День: 21;Евро-российский рубль__CETS;10.707;92,5;91,65;92,77;92,0;91,9751;40144478515.0
9;Год: 2023;Месяц: 6;День: 22;Евро-российский рубль__CETS;8.169;91,875;91,5875;92,3725;92,18;92,011;30068632292.5
13;Год: 2023;Месяц: 6;День: 23;Евро-российский рубль__CETS;10.621;92,35;90,8925;92,45;92,34;91,611;41754177330.0
0;Год: 2023;Месяц: 6;День: 26;Юань-российский рубль__CETS;61.063;11,77;11,627;12,059;11,73;11,7313;148439951938.0
3;Год: 2023;Месяц: 6;День: 27;Юань-российский рубль__CETS;44.363;11,741;11,683;11,814;11,788;11,771;121354996107.0
6;Год: 2023;Месяц: 6;День: 28;Юань-российский рубль__CETS;42.599;11,793;11,737;11,9;11,899;11,807;106390068633.0
9;Год: 2023;Месяц: 6;День: 29;Юань-российский рубль__CETS;61.536;11,9;11,854;12,058;12,057;11,9926;142363600273.0
12;Год: 2023;Месяц: 6;День: 30;Юань-российский рубль__CETS;63.359;12,05;12,03;12,35;12,332;12,1865;144285538814.0
1;Год: 2023;Месяц: 6;День: 26;Доллар США-российский рубль__CETS;27.184;86,88;84,245;87,23;85,0875;85,0108;104231263732.5
5;Год: 2023;Месяц: 6;День: 27;Доллар США-российский рубль__CETS;16.367;85,14;84,5;85,3125;85,06;85,0606;68139612752.5
9;Год: 2023;Месяц: 6;День: 28;Доллар США-российский рубль__CETS;18.49;85,24;84,885;86,53;86,3725;85,7598;74250928852.5
13;Год: 2023;Месяц: 6;День: 29;Доллар США-российский рубль__CETS;24.985;86,24;86,05;87,575;87,57;87,0999;111286992290.0
17;Год: 2023;Месяц: 6;День: 30;Доллар США-российский рубль__CETS;32.375;87,78;87,37;89,77;89,55;88,6164;119778754155.0
1;Год: 2023;Месяц: 6;День: 26;Евро-российский рубль__CETS;9.652;93,1975;91,8275;95,28;92,8125;92,569;34817034325.0
5;Год: 2023;Месяц: 6;День: 27;Евро-российский рубль__CETS;13.218;92,315;92,315;93,5725;93,2325;93,1847;50205692482.5
9;Год: 2023;Месяц: 6;День: 28;Евро-российский рубль__CETS;12.803;93,45;92,9375;94,63;94,3025;93,9424;45212526695.0
13;Год: 2023;Месяц: 6;День: 29;Евро-российский рубль__CETS;12.525;93,675;93,675;95,58;95,1025;95,1142;45824788305.0
17;Год: 2023;Месяц: 6;День: 30;Евро-российский рубль__CETS;11.291;95,28;95,03;97,95;97,8;96,2918;42882125542.5
3;Год: 2023;Месяц: 7;День: 3;Юань-российский рубль__CETS;59.003;12,335;12,17;12,342;12,182;12,2768;124874692623.0
6;Год: 2023;Месяц: 7;День: 4;Юань-российский рубль__CETS;67.522;12,174;12,167;12,469;12,334;12,3585;124983622329.0
9;Год: 2023;Месяц: 7;День: 5;Юань-российский рубль__CETS;52.563;12,351;12,334;12,566;12,541;12,4568;132502428128.0
5;Год: 2023;Месяц: 7;День: 3;Доллар США-российский рубль__CETS;21.956;89,385;88,3425;89,72;88,7;89,2086;92700680280.0
9;Год: 2023;Месяц: 7;День: 4;Доллар США-российский рубль__CETS;26.703;88,375;88,255;90,195;89,18;89,44;103013804927.5
13;Год: 2023;Месяц: 7;День: 5;Доллар США-российский рубль__CETS;21.495;89,6;89,2;91,2;91,0;90,4233;93412849522.5
5;Год: 2023;Месяц: 7;День: 3;Евро-российский рубль__CETS;11.113;97,33;96,485;97,73;96,645;97,2062;44808452095.0
9;Год: 2023;Месяц: 7;День: 4;Евро-российский рубль__CETS;12.075;96,51;96,2725;98,2775;97,2425;97,6519;47504501270.0
13;Год: 2023;Месяц: 7;День: 5;Евро-российский рубль__CETS;12.42;96,99;96,99;99,2725;99,0;98,4983;48066985217.5
3;Год: 2023;Месяц: 7;День: 6;Юань-российский рубль__CETS;104.688;12,545;12,457;12,919;12,58;12,7104;239612620249.0
6;Год: 2023;Месяц: 7;День: 7;Юань-российский рубль__CETS;45.997;12,628;12,529;12,697;12,648;12,6343;104016198486.0
9;Год: 2023;Месяц: 7;День: 10;Юань-российский рубль__CETS;56.777;12,648;12,47;12,699;12,484;12,5967;118769597870.0
5;Год: 2023;Месяц: 7;День: 6;Доллар США-российский рубль__CETS;29.984;91,0;90,7025;93,85;92,2975;92,2872;113150381970.0
9;Год: 2023;Месяц: 7;День: 7;Доллар США-российский рубль__CETS;16.345;91,8775;90,9175;92,2;91,25;91,5758;66709554932.5
13;Год: 2023;Месяц: 7;День: 10;Доллар США-российский рубль__CETS;21.811;91,21;90,3;91,99;90,415;91,2857;92053878967.5
5;Год: 2023;Месяц: 7;День: 6;Евро-российский рубль__CETS;10.455;99,0275;98,5825;102,0075;100,0;100,3981;43535313522.5
9;Год: 2023;Месяц: 7;День: 7;Евро-российский рубль__CETS;7.505;99,7;99,2025;100,35;100,35;99,8311;29345647925.0
13;Год: 2023;Месяц: 7;День: 10;Евро-российский рубль__CETS;10.427;100,35;99,0725;100,72;99,45;100,1908;42740908030.0
3;Год: 2023;Месяц: 7;День: 11;Юань-российский рубль__CETS;66.875;12,518;12,439;12,62;12,5;12,5337;145778547059.0
6;Год: 2023;Месяц: 7;День: 12;Юань-российский рубль__CETS;48.019;12,51;12,506;12,706;12,696;12,589;133416290292.0
9;Год: 2023;Месяц: 7;День: 13;Юань-российский рубль__CETS;48.121;12,714;12,511;12,746;12,591;12,5815;116327103845.0
12;Год: 2023;Месяц: 7;День: 14;Юань-российский рубль__CETS;34.795;12,592;12,559;12,642;12,62;12,6081;80914481593.0
5;Год: 2023;Месяц: 7;День: 11;Доллар США-российский рубль__CETS;22.734;90,3075;89,79;91,0475;90,3825;90,3818;95280824342.5
9;Год: 2023;Месяц: 7;День: 12;Доллар США-российский рубль__CETS;17.62;90,355;90,0325;90,9275;90,8725;90,6118;72955968460.0
13;Год: 2023;Месяц: 7;День: 13;Доллар США-российский рубль__CETS;19.02;90,92;89,7425;91,325;90,1125;90,1837;84080670700.0
17;Год: 2023;Месяц: 7;День: 14;Доллар США-российский рубль__CETS;17.945;89,83;89,7;90,4125;90,06;90,1358;81221393765.0
5;Год: 2023;Месяц: 7;День: 11;Евро-российский рубль__CETS;9.577;99,615;98,8025;100,3075;99,32;99,5658;36798116617.5
9;Год: 2023;Месяц: 7;День: 12;Евро-российский рубль__CETS;8.549;99,3;99,3;101,1;100,9275;100,0207;31086246930.0
13;Год: 2023;Месяц: 7;День: 13;Евро-российский рубль__CETS;8.143;101,5;100,32;101,67;100,97;100,7133;31446522040.0
17;Год: 2023;Месяц: 7;День: 14;Евро-российский рубль__CETS;7.209;99,3;99,3;101,615;101,2;101,2269;27145622672.5
0;Год: 2023;Месяц: 7;День: 17;Юань-российский рубль__CETS;30.789;12,63;12,57;12,674;12,674;12,6067;80451072443.0
3;Год: 2023;Месяц: 7;День: 18;Юань-российский рубль__CETS;37.846;12,682;12,611;12,697;12,627;12,6357;89514907659.0
6;Год: 2023;Месяц: 7;День: 19;Юань-российский рубль__CETS;26.913;12,635;12,582;12,679;12,647;12,6284;67443997586.0
9;Год: 2023;Месяц: 7;День: 20;Юань-российский рубль__CETS;45.967;12,665;12,557;12,697;12,575;12,6377;128973145196.0
1;Год: 2023;Месяц: 7;День: 17;Доллар США-российский рубль__CETS;15.851;89,95;89,95;91,1475;91,0;90,525;71951678985.0
5;Год: 2023;Месяц: 7;День: 18;Доллар США-российский рубль__CETS;14.287;91,0;90,4675;91,1825;90,9;90,7229;68059691460.0
9;Год: 2023;Месяц: 7;День: 19;Доллар США-российский рубль__CETS;12.916;90,95;90,7475;91,42;91,3975;91,1986;62163966640.0
13;Год: 2023;Месяц: 7;День: 20;Доллар США-российский рубль__CETS;21.522;91,2;90,2025;91,3975;90,23;90,7848;103912244105.0
1;Год: 2023;Месяц: 7;День: 17;Евро-российский рубль__CETS;7.367;100,7625;100,7625;102,44;102,12;101,7127;27826145132.5
5;Год: 2023;Месяц: 7;День: 18;Евро-российский рубль__CETS;7.482;101,9;101,6375;102,6075;101,94;102,0425;28208335020.0
9;Год: 2023;Месяц: 7;День: 19;Евро-российский рубль__CETS;7.932;102,1475;101,8875;102,74;102,5925;102,4185;30236594360.0
13;Год: 2023;Месяц: 7;День: 20;Евро-российский рубль__CETS;8.875;102,11;100,5;102,8175;100,5025;101,6649;39678590370.0
3;Год: 2023;Месяц: 7;День: 21;Юань-российский рубль__CETS;36.429;12,596;12,525;12,63;12,616;12,5839;95720340864.0
6;Год: 2023;Месяц: 7;День: 24;Юань-российский рубль__CETS;44.82;12,616;12,515;12,634;12,575;12,5601;126931185012.0
9;Год: 2023;Месяц: 7;День: 25;Юань-российский рубль__CETS;48.308;12,581;12,558;12,649;12,633;12,6035;138719957405.0
5;Год: 2023;Месяц: 7;День: 21;Доллар США-российский рубль__CETS;16.946;90,105;90,0;91,025;90,92;90,4485;68773638487.5
9;Год: 2023;Месяц: 7;День: 24;Доллар США-российский рубль__CETS;15.993;90,9;90,19;91,1375;90,5025;90,5223;64987694555.0
13;Год: 2023;Месяц: 7;День: 25;Доллар США-российский рубль__CETS;17.867;90,435;89,84;90,515;90,13;90,1187;85490199307.5
5;Год: 2023;Месяц: 7;День: 21;Евро-российский рубль__CETS;7.819;100,5;100,1575;101,2;101,2;100,6966;29582955187.5
9;Год: 2023;Месяц: 7;День: 24;Евро-российский рубль__CETS;8.426;100,8225;100,0225;101,39;100,4975;100,3729;31407894840.0
13;Год: 2023;Месяц: 7;День: 25;Евро-российский рубль__CETS;8.741;100,12;99,33;100,235;99,64;99,6549;34949363520.0
3;Год: 2023;Месяц: 7;День: 26;Юань-российский рубль__CETS;31.683;12,623;12,557;12,633;12,582;12,5799;88762349404.0
6;Год: 2023;Месяц: 7;День: 27;Юань-российский рубль__CETS;31.245;12,59;12,572;12,644;12,644;12,5983;95832603268.0
9;Год: 2023;Месяц: 7;День: 28;Юань-российский рубль__CETS;38.41;12,644;12,627;12,808;12,8;12,7009;103230881780.0
5;Год: 2023;Месяц: 7;День: 26;Доллар США-российский рубль__CETS;14.152;90,13;89,93;90,4875;90,155;90,0565;67084410365.0
9;Год: 2023;Месяц: 7;День: 27;Доллар США-российский рубль__CETS;17.91;90,15;89,7675;90,7175;90,5975;90,2031;91618511680.0
13;Год: 2023;Месяц: 7;День: 28;Доллар США-российский рубль__CETS;17.859;90,5975;90,3;91,82;91,7075;91,0444;80655683707.5
5;Год: 2023;Месяц: 7;День: 26;Евро-российский рубль__CETS;8.575;99,715;99,47;99,9875;99,9375;99,7201;32722648782.5
9;Год: 2023;Месяц: 7;День: 27;Евро-российский рубль__CETS;10.209;100,0;99,6;100,48;99,9575;100,1436;39042268160.0
13;Год: 2023;Месяц: 7;День: 28;Евро-российский рубль__CETS;10.794;99,7025;99,065;101,19;100,92;100,0687;43519782015.0
0;Год: 2023;Месяц: 7;День: 31;Юань-российский рубль__CETS;35.074;12,813;12,731;12,93;12,808;12,8051;100406458832.0
3;Год: 2023;Месяц: 8;День: 1;Юань-российский рубль__CETS;36.727;12,813;12,751;12,844;12,838;12,7937;92073059834.0
6;Год: 2023;Месяц: 8;День: 2;Юань-российский рубль__CETS;41.288;12,855;12,791;13,077;13,069;12,9394;106663609945.0
9;Год: 2023;Месяц: 8;День: 3;Юань-российский рубль__CETS;49.73;13,069;12,96;13,159;13,117;13,0542;126202036903.0
12;Год: 2023;Месяц: 8;День: 4;Юань-российский рубль__CETS;48.052;13,123;13,091;13,379;13,333;13,1974;125699408935.0
1;Год: 2023;Месяц: 7;День: 31;Доллар США-российский рубль__CETS;18.91;91,68;91,205;92,7725;91,6025;91,6625;88459214157.5
5;Год: 2023;Месяц: 8;День: 1;Доллар США-российский рубль__CETS;15.887;91,695;91,4175;92,49;92,33;91,8769;72727623677.5
9;Год: 2023;Месяц: 8;День: 2;Доллар США-российский рубль__CETS;22.574;92,34;92,0;94,32;94,16;93,0267;93130531995.0
13;Год: 2023;Месяц: 8;День: 3;Доллар США-российский рубль__CETS;23.194;94,15;93,415;94,995;94,9875;93,9155;108046693507.5
17;Год: 2023;Месяц: 8;День: 4;Доллар США-российский рубль__CETS;23.921;94,76;94,2;96,285;95,685;94,9464;113233967887.5
1;Год: 2023;Месяц: 7;День: 31;Евро-российский рубль__CETS;8.828;100,8775;100,605;101,975;100,795;100,9998;30842820480.0
5;Год: 2023;Месяц: 8;День: 1;Евро-российский рубль__CETS;10.041;101,1775;100,41;101,3625;101,18;100,8096;36243387712.5
9;Год: 2023;Месяц: 8;День: 2;Евро-российский рубль__CETS;9.565;101,37;101,0425;103,0;103,0;102,0749;32000160887.5
13;Год: 2023;Месяц: 8;День: 3;Евро-российский рубль__CETS;9.369;102,7;102,015;103,8975;103,235;102,7021;35741877682.5
17;Год: 2023;Месяц: 8;День: 4;Евро-российский рубль__CETS;8.894;103,365;103,1575;106,06;105,6125;104,1785;36233385375.0
3;Год: 2023;Месяц: 8;День: 7;Юань-российский рубль__CETS;67.737;13,333;13,175;13,47;13,24;13,3848;178953607638.0
6;Год: 2023;Месяц: 8;День: 8;Юань-российский рубль__CETS;60.945;13,229;13,21;13,448;13,419;13,2981;101926701336.0
9;Год: 2023;Месяц: 8;День: 9;Юань-российский рубль__CETS;60.989;13,443;13,389;13,568;13,432;13,4807;131876753123.0
5;Год: 2023;Месяц: 8;День: 7;Доллар США-российский рубль__CETS;23.154;95,705;94,95;97,0625;95,275;96,3191;107181938042.5
9;Год: 2023;Месяц: 8;День: 8;Доллар США-российский рубль__CETS;20.785;95,33;95,33;97,47;97,1;96,2423;99097009612.5
13;Год: 2023;Месяц: 8;День: 9;Доллар США-российский рубль__CETS;22.294;97,2625;96,7275;98,0725;97,2;97,4499;109006536265.0
5;Год: 2023;Месяц: 8;День: 7;Евро-российский рубль__CETS;8.604;105,08;104,55;106,615;105,3;105,9509;36819432142.5
9;Год: 2023;Месяц: 8;День: 8;Евро-российский рубль__CETS;8.612;105,19;105,055;106,7075;106,4575;105,5729;35109756155.0
13;Год: 2023;Месяц: 8;День: 9;Евро-российский рубль__CETS;8.308;106,515;106,16;107,865;106,635;106,9826;36310104730.0
3;Год: 2023;Месяц: 8;День: 10;Юань-российский рубль__CETS;64.551;13,43;13,36;13,548;13,465;13,453;127765312417.0
6;Год: 2023;Месяц: 8;День: 11;Юань-российский рубль__CETS;74.822;13,461;13,426;13,697;13,695;13,547;135753117475.0
9;Год: 2023;Месяц: 8;День: 14;Юань-российский рубль__CETS;85.39;13,699;13,279;13,96;13,39;13,7873;220789952874.0
5;Год: 2023;Месяц: 8;День: 10;Доллар США-российский рубль__CETS;19.622;97,0875;96,4925;97,8675;97,4575;97,243;86071569127.5
9;Год: 2023;Месяц: 8;День: 11;Доллар США-российский рубль__CETS;30.74;97,59;97,39;99,4375;99,43;98,304;131971108547.5
13;Год: 2023;Месяц: 8;День: 14;Доллар США-российский рубль__CETS;35.565;99,8;97,23;101,75;97,6625;100,4641;157138759875.0
5;Год: 2023;Месяц: 8;День: 10;Евро-российский рубль__CETS;9.489;106,465;106,015;107,91;107,55;107,1814;42354440590.0
9;Год: 2023;Месяц: 8;День: 11;Евро-российский рубль__CETS;9.767;107,2175;107,2175;109,115;108,7775;108,0893;44145081802.5
13;Год: 2023;Месяц: 8;День: 14;Евро-российский рубль__CETS;11.213;108,83;106,065;111,415;107,0525;109,9304;47247957560.0
3;Год: 2023;Месяц: 8;День: 15;Юань-российский рубль__CETS;92.316;13,327;13,029;13,555;13,254;13,3168;204067911117.0
6;Год: 2023;Месяц: 8;День: 16;Юань-российский рубль__CETS;71.066;13,188;12,865;13,323;12,902;13,1502;164665497999.0
9;Год: 2023;Месяц: 8;День: 17;Юань-российский рубль__CETS;98.222;12,93;12,622;13,01;12,774;12,8025;192768346996.0
12;Год: 2023;Месяц: 8;День: 18;Юань-российский рубль__CETS;51.191;12,77;12,658;12,852;12,827;12,7686;132454664127.0
5;Год: 2023;Месяц: 8;День: 15;Доллар США-российский рубль__CETS;38.757;92,6;92,6;99,1975;97,09;97,2968;161741678807.5
9;Год: 2023;Месяц: 8;День: 16;Доллар США-российский рубль__CETS;29.373;96,8625;94,29;97,535;94,665;96,2824;125479355305.0
13;Год: 2023;Месяц: 8;День: 17;Доллар США-российский рубль__CETS;33.642;94,7325;92,55;95,4625;93,7725;93,835;129670169887.5
17;Год: 2023;Месяц: 8;День: 18;Доллар США-российский рубль__CETS;33.945;93,7725;92,61;94,0025;93,755;93,4766;137393367105.0
5;Год: 2023;Месяц: 8;День: 15;Евро-российский рубль__CETS;11.345;103,75;103,75;108,54;106,0175;106,4176;48081514730.0
9;Год: 2023;Месяц: 8;День: 16;Евро-российский рубль__CETS;11.712;105,3;102,9525;106,4975;103,2025;105,2435;45800481782.5
13;Год: 2023;Месяц: 8;День: 17;Евро-российский рубль__CETS;10.114;103,0;100,635;103,9625;101,66;102,2058;41286535830.0
17;Год: 2023;Месяц: 8;День: 18;Евро-российский рубль__CETS;9.407;102,0975;100,7225;102,15;101,91;101,5514;40807204122.5
0;Год: 2023;Месяц: 8;День: 21;Юань-российский рубль__CETS;63.992;12,834;12,701;12,933;12,799;12,8453;166793358167.0
3;Год: 2023;Месяц: 8;День: 22;Юань-российский рубль__CETS;55.816;12,809;12,795;12,91;12,885;12,873;131367440603.0
6;Год: 2023;Месяц: 8;День: 23;Юань-российский рубль__CETS;52.061;12,885;12,861;12,995;12,899;12,9118;141481256977.0
9;Год: 2023;Месяц: 8;День: 24;Юань-российский рубль__CETS;52.629;12,973;12,912;13,005;12,972;12,9442;127326169477.0
1;Год: 2023;Месяц: 8;День: 21;Доллар США-российский рубль__CETS;31.378;94,0;93,045;94,725;93,655;93,9613;122387040012.5
5;Год: 2023;Месяц: 8;День: 22;Доллар США-российский рубль__CETS;23.671;93,6;93,5025;94,545;94,3025;94,126;92477856060.0
9;Год: 2023;Месяц: 8;День: 23;Доллар США-российский рубль__CETS;22.073;94,2575;93,9025;94,995;94,26;94,3566;89786800357.5
13;Год: 2023;Месяц: 8;День: 24;Доллар США-российский рубль__CETS;23.524;94,99;94,195;94,99;94,865;94,4322;86808426342.5
1;Год: 2023;Месяц: 8;День: 21;Евро-российский рубль__CETS;10.345;101,625;101,34;103,11;101,9075;102,3451;46384964057.5
5;Год: 2023;Месяц: 8;День: 22;Евро-российский рубль__CETS;7.941;102,325;102,09;103,0775;102,365;102,6847;31337841427.5
9;Год: 2023;Месяц: 8;День: 23;Евро-российский рубль__CETS;10.888;102,4225;101,67;103,005;102,5175;102,1813;41273278532.5
13;Год: 2023;Месяц: 8;День: 24;Евро-российский рубль__CETS;13.758;102,5425;102,185;103,02;102,65;102,4624;39667106580.0
3;Год: 2023;Месяц: 8;День: 25;Юань-российский рубль__CETS;41.346;12,974;12,925;13,103;13,049;12,9922;124505779371.0
6;Год: 2023;Месяц: 8;День: 28;Юань-российский рубль__CETS;49.22;13,087;13,0;13,137;13,058;13,0539;144117159304.0
9;Год: 2023;Месяц: 8;День: 29;Юань-российский рубль__CETS;49.55;13,078;13,058;13,181;13,094;13,1096;142451465774.0
5;Год: 2023;Месяц: 8;День: 25;Доллар США-российский рубль__CETS;20.625;94,71;94,5;95,57;95,4175;94,9083;100874761320.0
9;Год: 2023;Месяц: 8;День: 28;Доллар США-российский рубль__CETS;19.921;95,5;95,0875;95,88;95,31;95,4268;105834287015.0
13;Год: 2023;Месяц: 8;День: 29;Доллар США-российский рубль__CETS;21.503;95,51;95,22;96,2825;95,4575;95,7013;98049550175.0
5;Год: 2023;Месяц: 8;День: 25;Евро-российский рубль__CETS;11.766;102,39;102,05;103,54;103,0175;102,4549;53908780547.5
9;Год: 2023;Месяц: 8;День: 28;Евро-российский рубль__CETS;10.438;103,0275;102,8275;103,76;103,185;103,1965;39861937135.0
13;Год: 2023;Месяц: 8;День: 29;Евро-российский рубль__CETS;12.371;103,0725;103,0725;104,0825;103,635;103,4923;48834697875.0
3;Год: 2023;Месяц: 8;День: 30;Юань-российский рубль__CETS;34.429;13,128;13,102;13,17;13,17;13,1377;88322437809.0
6;Год: 2023;Месяц: 8;День: 31;Юань-российский рубль__CETS;42.052;13,175;13,131;13,22;13,17;13,188;104748715889.0
9;Год: 2023;Месяц: 9;День: 1;Юань-российский рубль__CETS;47.095;13,18;13,18;13,305;13,264;13,2456;111989351416.0
5;Год: 2023;Месяц: 8;День: 30;Доллар США-российский рубль__CETS;16.36;95,51;95,51;96,22;96,22;95,9557;72864326280.0
9;Год: 2023;Месяц: 8;День: 31;Доллар США-российский рубль__CETS;15.067;96,235;95,66;96,655;96,025;96,2245;77526657972.5
13;Год: 2023;Месяц: 9;День: 1;Доллар США-российский рубль__CETS;19.129;96,155;95,8225;96,7375;96,09;96,2925;91778643332.5
5;Год: 2023;Месяц: 8;День: 30;Евро-российский рубль__CETS;12.238;104,05;103,7325;105,2975;105,285;104,6416;53028684062.5
9;Год: 2023;Месяц: 8;День: 31;Евро-российский рубль__CETS;8.476;105,495;103,845;105,595;104,085;104,7521;35480282255.0
13;Год: 2023;Месяц: 9;День: 1;Евро-российский рубль__CETS;8.999;104,7;103,9125;105,0275;104,15;104,5741;38586814102.5
0;Год: 2023;Месяц: 9;День: 4;Юань-российский рубль__CETS;29.569;13,28;13,257;13,324;13,3;13,2862;89625451586.0
3;Год: 2023;Месяц: 9;День: 5;Юань-российский рубль__CETS;39.83;13,31;13,306;13,379;13,379;13,3444;121248362779.0
6;Год: 2023;Месяц: 9;День: 6;Юань-российский рубль__CETS;69.274;13,368;13,313;13,45;13,401;13,3795;131810093165.0
9;Год: 2023;Месяц: 9;День: 7;Юань-российский рубль__CETS;61.097;13,442;13,231;13,443;13,417;13,3777;133098432763.0
12;Год: 2023;Месяц: 9;День: 8;Юань-российский рубль__CETS;40.698;13,415;13,253;13,415;13,267;13,3139;110434153855.0
1;Год: 2023;Месяц: 9;День: 4;Доллар США-российский рубль__CETS;14.45;96,14;96,14;96,9525;96,87;96,6601;70022723100.0
5;Год: 2023;Месяц: 9;День: 5;Доллар США-российский рубль__CETS;16.637;96,9;96,9;97,95;97,905;97,571;76658619312.5
9;Год: 2023;Месяц: 9;День: 6;Доллар США-российский рубль__CETS;28.571;97,94;97,4025;98,45;98,1225;97,8671;105127255705.0
13;Год: 2023;Месяц: 9;День: 7;Доллар США-российский рубль__CETS;19.183;98,295;97,1825;98,565;98,2475;98,1822;99583220847.5
17;Год: 2023;Месяц: 9;День: 8;Доллар США-российский рубль__CETS;19.475;98,5;97,65;98,645;97,7825;97,9572;83781167312.5
1;Год: 2023;Месяц: 9;День: 4;Евро-российский рубль__CETS;7.106;104,0675;104,035;104,7475;104,6875;104,4396;25581014730.0
5;Год: 2023;Месяц: 9;День: 5;Евро-российский рубль__CETS;8.721;104,9175;104,5725;105,1975;104,9125;104,9065;36543642910.0
9;Год: 2023;Месяц: 9;День: 6;Евро-российский рубль__CETS;11.325;105,42;104,5375;105,55;105,4625;105,0722;44466968932.5
13;Год: 2023;Месяц: 9;День: 7;Евро-российский рубль__CETS;9.958;105,63;104,12;105,705;105,4125;105,2203;37875945002.5
17;Год: 2023;Месяц: 9;День: 8;Евро-российский рубль__CETS;8.238;105,5;104,6075;105,615;104,7975;104,9218;31504025462.5
3;Год: 2023;Месяц: 9;День: 11;Юань-российский рубль__CETS;52.219;13,257;13,011;13,305;13,019;13,188;135453521036.0
6;Год: 2023;Месяц: 9;День: 12;Юань-российский рубль__CETS;80.546;13,02;12,652;13,039;12,988;12,9407;149862879232.0
9;Год: 2023;Месяц: 9;День: 13;Юань-российский рубль__CETS;49.939;12,991;12,944;13,293;13,235;13,1793;147405244492.0
5;Год: 2023;Месяц: 9;День: 11;Доллар США-российский рубль__CETS;30.769;97,895;95,0;97,895;95,0825;96,4109;114349928577.5
9;Год: 2023;Месяц: 9;День: 12;Доллар США-российский рубль__CETS;58.262;95,08;92,445;95,3125;94,9425;94,6342;155138191932.5
13;Год: 2023;Месяц: 9;День: 13;Доллар США-российский рубль__CETS;21.964;94,8125;94,455;96,7975;96,225;96,0245;101577172580.0
5;Год: 2023;Месяц: 9;День: 11;Евро-российский рубль__CETS;22.967;104,375;102,1875;104,505;102,4975;103,4201;40116861692.5
9;Год: 2023;Месяц: 9;День: 12;Евро-российский рубль__CETS;20.647;102,445;99,4075;102,445;101,96;101,5411;44652490497.5
13;Год: 2023;Месяц: 9;День: 13;Евро-российский рубль__CETS;10.075;101,8725;101,695;104,0;103,35;103,1681;38462209135.0
3;Год: 2023;Месяц: 9;День: 14;Юань-российский рубль__CETS;73.693;13,235;13,121;13,366;13,35;13,222;183123998757.0
6;Год: 2023;Месяц: 9;День: 15;Юань-российский рубль__CETS;63.415;13,34;13,185;13,374;13,251;13,2738;144077983969.0
5;Год: 2023;Месяц: 9;День: 14;Доллар США-российский рубль__CETS;42.544;96,1;95,6725;97,3875;97,34;96,3091;158940021470.0
9;Год: 2023;Месяц: 9;День: 15;Доллар США-российский рубль__CETS;34.158;96,71;96,1;97,2625;96,81;96,6595;144818545615.0
5;Год: 2023;Месяц: 9;День: 14;Евро-российский рубль__CETS;17.317;103,26;102,2325;104,28;103,8225;103,1914;57142326735.0
9;Год: 2023;Месяц: 9;День: 15;Евро-российский рубль__CETS;12.612;103,2675;102,455;103,7675;102,93;103,0859;41204347575.0
0;Год: 2022;Месяц: 1;День: 3;Юань-российский рубль__CETS;0.145;11,7725;11,65;11,82;11,685;11,682;32686107.3
3;Год: 2022;Месяц: 1;День: 4;Юань-российский рубль__CETS;0.182;11,695;11,685;11,845;11,815;11,7628;85409395.2
6;Год: 2022;Месяц: 1;День: 5;Юань-российский рубль__CETS;0.252;12,218;11,8172;12,218;12,0325;11,8999;64759448.3
9;Год: 2022;Месяц: 1;День: 6;Юань-российский рубль__CETS;0.325;12,045;11,87;12,21;11,935;12,0482;533505980.5
3;Год: 2022;Месяц: 1;День: 7;Юань-российский рубль__CETS;0.068;11,9225;11,7601;11,9651;11,8375;11,8146;17686410.3
6;Год: 2022;Месяц: 1;День: 10;Юань-российский рубль__CETS;0.349;11,825;11,7291;11,8443;11,775;11,7651;837594023.6
9;Год: 2022;Месяц: 1;День: 11;Юань-российский рубль__CETS;0.412;11,7474;11,6725;11,7556;11,6725;11,7337;1453772267.5
3;Год: 2022;Месяц: 1;День: 12;Юань-российский рубль__CETS;0.411;11,6924;11,664;11,7724;11,7502;11,6999;1639510033.3
6;Год: 2022;Месяц: 1;День: 13;Юань-российский рубль__CETS;0.632;11,7349;11,7054;12,026;12,0;11,754;2515406215.1
9;Год: 2022;Месяц: 1;День: 14;Юань-российский рубль__CETS;0.592;12,0;11,6387;12,15;11,995;11,9942;2742512072.9
